id	popularity	frequency_short	units_short	seasonal_adjustment_short	name	title
72213	1	A		NSA	DPHARSROCHA4518	Resale of Computer Hardware and Software for Data Processing, Hosting, and Related Services, All Establishments, Employer Firms
79150	1	A		NSA	SPROCHASAEE45112	Resale of Computer Hardware and Software for Software Publishers, All Establishments, Employer Firms
10632	1	M		NSA	DHIDFHRSQTRT	Rescaled Quits Rate (DISCONTINUED)
82899	1	M		NSA	DISRAM	Reserve Adjustment Magnitude (DISCONTINUED)
82904	1	M		NSA	RAM	Reserve Adjustment Magnitude (RAM) (DISCONTINUED)
71863	1	A		NSA	ARTRERBPMAE45313	Residential Building Property Management for Activities Related To Real Estate, All Establishments, Employer Firms
76553	1	A		NSA	OOREAABRBPM45312	Residential Building Property Management for Offices of Real Estate Agents and Brokers, All Establishments, Employer Firms
14695	3	A		NSA	EMISSCO2TOTVRCTOUSA	Residential Carbon Dioxide Emissions, All Fuels for United States
72322	1	A		NSA	ESREPABPAE454133	Residential Engineering Projects (Excludes Apartment Building Projects) for Engineering Services, All Establishments, Employer Firms
134634	2	M		NSA	RALACBM027NBOG	Residual (Assets Less Liabilities), All Commercial Banks
14737	1	A		NSA	EMISSCO2VRFCCBA	Residual Fuel Commercial Sector Carbon Dioxide Emissions
14738	1	A		NSA	EMISSCO2VRFEIBA	Residual Fuel Electric Power Sector Carbon Dioxide Emissions
14739	4	A		NSA	EMISSCO2VRFICBA	Residual Fuel Industrial Sector Carbon Dioxide Emissions
14736	1	A		NSA	EMISSCO2VRFACBA	Residual Fuel Transportation Sector Carbon Dioxide Emissions
110667	2	Q		NSA	ROWDEPQ027S	Rest of the World; Total Currency and Deposits; Asset, Level
110726	7	Q		NSA	ROWLIAQ027S	Rest of the World; Total Currency and Deposits; Liability, Level
110816	6	Q		NSA	ROWTASQ027S	Rest of the World; Total Financial Assets, Level
110828	2	Q		NSA	ROWTLEQ027S	Rest of the World; Total Liabilities and Equity, Level
110834	1	Q		NSA	ROWTNWQ027S	Rest of the World; Total Liabilities and Net Worth (IMA), Level
110822	2	Q		NSA	ROWTDAQ027S	Rest of the World; U.S. Total Time and Savings Deposits; Asset, Level
82924	17	M		NSA	RMFNS	Retail Money Market Funds
71677	3	M		NSA	RETAILNS	Retail Sales (DISCONTINUED)
71669	10	M		NSA	RETAILIMNSA	Retailers Inventories
71678	34	M		NSA	RETAILSMNSA	Retailers Sales
71738	1	A		NSA	AAFSRAEEANF172	Revenue for Accommodation and Food Services, All Establishments, Employer and Nonemployer Firms
71739	1	A		NSA	AAFSRAEEF172	Revenue for Accommodation and Food Services, All Establishments, Employer Firms
71854	1	A		NSA	ARAEEANF1721	Revenue for Accommodation, All Establishments, Employer and Nonemployer Firms
71855	1	A		NSA	ARAEEF1721	Revenue for Accommodation, All Establishments, Employer Firms
71881	1	A		NSA	ATPBAPSRAEE45412	Revenue for Accounting, Tax Preparation, Bookkeeping, and Payroll Services, All Establishments, Employer Firms
71862	1	A		NSA	ARTRERAEEF45313	Revenue for Activities Related To Real Estate, All Establishments, Employer Firms
71792	5	A		NSA	ALFFTERAEEF2623312	Revenue for Assisted Living Facilities for The Elderly, All Establishments, Employer Firms
72106	1	A		NSA	CGBABRAEEF2722514	Revenue for Cafeterias, Grill Buffets, and Buffets, All Establishments, Employer Firms
72110	1	A		NSA	CHRAEEF272112	Revenue for Casino Hotels, All Establishments, Employer Firms
72130	1	A		NSA	CRAEEF272232	Revenue for Caterers, All Establishments, Employer Firms
72044	1	A		NSA	CCDABRAEEF45231X	Revenue for Commodity Contracts Dealing and Brokerage, All Establishments, Employer Firms
72061	2	A		NSA	CCRCAALFFTE416233	Revenue for Continuing Care Retirement Communities and Assisted Living Facilities for The Elderly, All Establishments, Employer Firms
72164	1	A		NSA	DHAMICRAEEF2524114	Revenue for Direct Health and Medical Insurance Carriers, All Establishments, Employer Firms
72201	1	A		NSA	DLICRAEEF2524113	Revenue for Direct Life Insurance Carriers, All Establishments, Employer Firms
72207	1	A		NSA	DPBRAEEF27224	Revenue for Drinking Places (Alcoholic Beverages), All Establishments, Employer Firms
75758	1	A		NSA	FSCRAEEF272231	Revenue for Food Service Contractors, All Establishments, Employer Firms
75752	1	A		NSA	FSADPRAEEAN1722	Revenue for Food Services and Drinking Places, All Establishments, Employer and Nonemployer Firms
75753	2	A		NSA	FSADPRAEEF1722	Revenue for Food Services and Drinking Places, All Establishments, Employer Firms
75742	8	A		NSA	FRRAEEF2722511	Revenue for Full-Service Restaurants, All Establishments, Employer Firms
75910	10	A		NSA	HCHAMRAEEF272111	Revenue for Hotels (Except Casino Hotels) and Motels, All Establishments, Employer Firms
76111	1	A		NSA	IRPADRAEEF451222	Revenue for Integrated Record Production and Distribution, All Establishments, Employer Firms
76026	1	A		NSA	IBASDABRAEE45231Y	Revenue for Investment Banking and Securities Dealing and Brokerage, All Establishments, Employer Firms
76159	1	A		NSA	LORERAEEF45311	Revenue for Lessors of Real Estate, All Establishments, Employer Firms
76167	7	A		NSA	LRRAEEF2722513	Revenue for Limited-Service Restaurants, All Establishments, Employer Firms
76205	1	A		NSA	MADLRAEEF26215	Revenue for Medical and Diagnostic Laboratories, All Establishments, Employer Firms
76223	1	A		NSA	MFSRAEEF272233	Revenue for Mobile Food Services, All Establishments, Employer Firms
76539	1	A		NSA	OOPRAEEF216211	Revenue for Offices of Physicians, All Establishments, Employer Firms
76351	1	A		NSA	OARAEEF254185	Revenue for Outdoor Advertising, All Establishments, Employer Firms
76378	1	A		NSA	OCCRAEEF26214	Revenue for Outpatient Care Centers, All Establishments, Employer Firms
76666	1	A		NSA	PMAIARAEEF45239X	Revenue for Portfolio Management and Investment Advice, All Establishments, Employer Firms
78966	2	A		NSA	RIADDMHASAF216232	Revenue for Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities, All Establishments, Employer Firms
76896	1	A		NSA	RABHRAEEF27213	Revenue for Rooming and Boarding Houses, All Establishments, Employer Firms
79066	1	A		NSA	RVPARCRAEE27212	Revenue for RV (Recreational Vehicle) Parks and Recreational Camps, All Establishments, Employer Firms
79171	1	A		NSA	SSTRAEEANF100000A	Revenue for Selected Services Total, All Establishments, Employer and Nonemployer Firms
79172	1	A		NSA	SSTRAEEF100000A	Revenue for Selected Services Total, All Establishments, Employer Firms
79180	1	A		NSA	STRAEEANF10	Revenue for Services Total, All Establishments, Employer and Nonemployer Firms
79181	1	A		NSA	STRAEEF10	Revenue for Services Total, All Establishments, Employer Firms
79091	1	A		NSA	SANBBRAEEF2722515	Revenue for Snack and Nonalcoholic Beverage Bars, All Establishments, Employer Firms
79133	1	A		NSA	SPASAHGRA2622318	Revenue for Specialty (Except Psychiatric and Substance Abuse) Hospitals - Government, All Establishments, Employer Firms
79138	1	A		NSA	SPASAHPRA2622319	Revenue for Specialty (Except Psychiatric and Substance Abuse) Hospitals - Private, All Establishments, Employer Firms
79189	1	A		NSA	TAARSRAEEF95615	Revenue for Travel Arrangement and Reservation Services, All Establishments, Employer Firms
79661	1	A		NSA	WCRAEEF45621	Revenue for Waste Collection, All Establishments, Employer Firms
79675	1	A		NSA	WTADRAEEF45622	Revenue for Waste Treatment and Disposal, All Establishments, Employer Firms
3341	31	D		NSA	KCRORO	Risk-ON Risk-Off Index (KCRORO)
76112	1	A		NSA	IRPADSORAEE451222	Sale of Recordings for Integrated Record Production and Distribution, All Establishments, Employer Firms
76255	1	A		NSA	MRFSOBONRMA456292	Sale Or Brokerage of Nonhazardous Recyclable Material for Materials Recovery Facilities, All Establishments, Employer Firms
72281	1	A		NSA	EPGTADSOEAR422211	Sales of Energy and Resources - Natural Gas Distribution To Final Customer for Electric Power Generation, Transmission and Distribution, All Establishments, Employer Firms
76302	1	A		NSA	NGDSOEARNG42212	Sales of Energy and Resources - Natural Gas Distribution To Final Customer for Natural Gas Distribution, All Establishments, Employer Firms
142760	1	A		NSA	B149RC1A027NBEA	Sales of imported new autos
82941	1	M		NSA	SVSTNS	Savings and Small Time Deposits - Total (DISCONTINUED)
82939	1	M		NSA	SVSTCBNS	Savings and Small Time Deposits at Commercial Banks (DISCONTINUED)
82935	2	M		NSA	SVGCBNS	Savings Deposits at Commercial Banks (DISCONTINUED)
82938	3	M		NSA	SVGTNS	Savings Deposits at Thrift Institutions (DISCONTINUED)
82926	4	M		NSA	SAVINGNS	Savings Deposits: Total (DISCONTINUED)
82648	91	D		NSA	SOFR	Secured Overnight Financing Rate
82657	56	D		NSA	SOFRVOL	Secured Overnight Financing Volume
134538	5	M		NSA	INVESTNSA	Securities in Bank Credit, All Commercial Banks
134664	1	M		NSA	SCLACBM027NBOG	Securitized Consumer Loans, All Commercial Banks (DISCONTINUED)
134676	1	M		NSA	SREACBM027NBOG	Securitized Real Estate Loans, All Commercial Banks (DISCONTINUED)
144214	11	A		NSA	A4501C0A173NBEA	Self-employed persons
141132	7	A		NSA	A261RE1A156NBEA	Shares of gross domestic income
141127	8	Q		NSA	A191RE1Q156NBEA	Shares of gross domestic product
82929	1	M		NSA	STDCBNS	Small-Denomination Time Deposits at Commercial Banks (DISCONTINUED)
82934	1	M		NSA	STDTNS	Small-Denomination Time Deposits at Thrift Institutions (DISCONTINUED)
82931	11	M		NSA	STDNS	Small-Denomination Time Deposits: Total
72067	1	A		NSA	CCRCAALFFTE486233	Social Security Benefits - Direct Payment of Social Security On Behalf of Patients for Continuing Care Retirement Communities and Assisted Living Facilities for The Elderly, All Establishments, Employer Firms
76288	1	A		NSA	NCFNFSSBD46231	Social Security Benefits - Direct Payment of Social Security On Behalf of Patients for Nursing Care Facilities (Skilled Nursing Facilities), All Establishments, Employer Firms
78979	1	A		NSA	RIADDMHASAF486232	Social Security Benefits - Direct Payment of Social Security On Behalf of Patients for Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities, All Establishments, Employer Firms
82656	66	D		NSA	SOFRINDEX	SOFR Index
134320	38	M		NSA	EXSFUS	South African Rand to U.S. Dollar Spot Exchange Rate
134323	41	M		NSA	EXKOUS	South Korean Won to U.S. Dollar Spot Exchange Rate
79618	1	A		NSA	TTSFTLAEEF4484	Specialized Freight Trucking, Local for Truck Transportation, All Establishments, Employer Firms
79619	1	A		NSA	TTSFTLDAEEF4484	Specialized Freight Trucking, Long Distance for Truck Transportation, All Establishments, Employer Firms
134327	32	M		NSA	EXSLUS	Sri Lankan Rupees to U.S. Dollar Spot Exchange Rate
82883	9	M		NSA	AMBNS	St. Louis Adjusted Monetary Base (DISCONTINUED)
85580	81	W		NSA	STLFSI4	St. Louis Fed Financial Stress Index
85578	34	W		NSA	STLFSI2	St. Louis Fed Financial Stress Index (DISCONTINUED)
82905	3	M		NSA	SBASENS	St. Louis Source Base (DISCONTINUED)
136335	1	Q		NSA	EEAENQ	Standard Error of Loan Rate, All Commercial Banks (DISCONTINUED)
82658	55	D		NSA	SRFTSYD	Standing Repo (SRP) Operations Rate
141324	1	Q		NSA	A991RU1Q027NBEA	State and local government consumption expenditures (DISCONTINUED)
138852	1	Q		NSA	A919RU1Q027NBEA	State and local government consumption of fixed capital (DISCONTINUED)
141967	1	Q		NSA	W024RU1Q027NBEA	State and local government current expenditures (DISCONTINUED)
141932	1	A		NSA	L319231A027NBEA	State and Local government current expenditures: Census total expenditures
141943	1	A		NSA	L319361A027NBEA	State and Local government current expenditures: Netting and grossing differences: Government sales included in Census total revenue (DISCONTINUED)
142030	1	A		NSA	W728RC1A027NBEA	State and Local government current expenditures: Netting and grossing differences: Insurance claims included in Census total revenue (DISCONTINUED)
142068	0	Q		NSA	NA000363Q	State and local government current transfer receipts
142256	1	Q		NSA	A799RU1Q027NBEA	State and local government gross government investment (DISCONTINUED)
108889	1	Q		NSA	SLGEERFTMA	State and Local Governments, Excluding Employee Retirement Funds; Total Mortgages; Asset (DISCONTINUED)
110533	1	Q		NSA	SLGRNRQ027S	State and local governments, excluding employee retirement funds; total residenital and nonresidential structures, Level (DISCONTINUED)
110582	1	Q		NSA	SLGTSDQ027S	State and local governments, excluding employee retirement funds; total time and savings deposits; asset, Level (DISCONTINUED)
110548	2	Q		NSA	SLGTANQ027S	State and Local Governments; Total Assets (Does Not Include Land), Level
110552	5	Q		NSA	SLGTCAQ027S	State and Local Governments; Total Currency and Deposits; Asset, Level
110558	7	Q		NSA	SLGTFFQ027S	State and Local Governments; Total Financial Assets, Level
110482	1	Q		NSA	SLGLNWQ027S	State and Local Governments; Total Liabilities and Net Worth (IMA), Level
110478	4	Q		NSA	SLGLIAQ027S	State and Local Governments; Total Liabilities, Level
110570	1	Q		NSA	SLGTOTQ027S	State and Local Governments; Total Loans; Asset, Level
110566	2	Q		NSA	SLGTMSQ027S	State and Local Governments; Total Mortgages; Asset, Level
141761	1	A		NSA	W752RC1A027NBEA	State government consumption expenditures
142031	1	A		NSA	W751RC1A027NBEA	State government current expenditures
11572	22	A		NSA	STTMINWGDC	State Minimum Wage Rate for District of Columbia
11578	8	A		NSA	STTMINWGGU	State Minimum Wage Rate for Guam
11605	14	A		NSA	STTMINWGPR	State Minimum Wage Rate for Puerto Rico
11611	4	A		NSA	STTMINWGVI	State Minimum Wage Rate for U.S. Virgin Islands
13561	1	Q		NSA	QTAXTOTALQTAXCAT3DCNO	State Tax Collections: Total Taxes for District of Columbia
13598	3	Q		NSA	QTAXTOTALQTAXCAT3USNO	State Tax Collections: Total Taxes for the United States
142889	1	A		NSA	W713RC1A027NBEA	Statistical differences (USDA vs. NIPAs farm income)
134330	30	M		NSA	EXSDUS	Swedish Kronor to U.S. Dollar Spot Exchange Rate
134333	43	M		NSA	EXSZUS	Swiss Francs to U.S. Dollar Spot Exchange Rate
82906	15	M		NSA	SNBMONTBASE	Swiss Monetary Base Aggregate
146342	2	A		NSA	W254RC1A027NBEA	Taxes on production and imports less subsidies
82702	62	D		NSA	TEDRATE	TED Spread (DISCONTINUED)
79686	1	A		NSA	WTCSTNISAE45172	Telecommunications Network Installation Services for Wireless Telecommunications Carriers (Except Satellite), All Establishments, Employer Firms
138260	1	A		NSA	MPU5550012	Textile Mills and Textile Product Mills: Total Factor Productivity
134339	41	M		NSA	EXTHUS	Thai Baht to U.S. Dollar Spot Exchange Rate
79753	18	M		NSA	WATERBORNE	Tonnage for Internal U.S. Waterways
71758	1	Q		NSA	ADM7111TAXABL144QNSA	Total Admissions Revenue for 7111: Performing Arts Companies - Taxable, Establishments Subject to Federal Income Tax
71760	1	Q		NSA	ADM7112TAXABL144QNSA	Total Admissions Revenue for 7112: Spectator Sports, Establishments Subject to Federal Income Tax
71762	1	Q		NSA	ADM7131TAXABL144QNSA	Total Admissions Revenue for 7131: Amusement Parks and Arcades, Establishments Subject to Federal Income Tax
134744	1	Q		NSA	USTACAFSS	Total Amortized Cost of Available-For-Sale Securities for Commercial Banks in United States (DISCONTINUED)
134746	1	Q		NSA	USTAST	Total Assets for Commercial Banks in United States (DISCONTINUED)
134745	1	Q		NSA	USTAHTA	Total Assets Held in Trading Accounts for Commercial Banks in United States (DISCONTINUED)
134698	12	M		NSA	TLAACBM027NBOG	Total Assets, All Commercial Banks
134680	5	Q		NSA	TAIEALLGACBEP	Total Assets, Interest-Earning, All Loans and Leases, Gross, All Commercial Banks
134489	1	Q		NSA	CILACBEP	Total Assets, Interest-Earning, All Loans and Leases, Gross, Commercial and Industrial, All Commercial Banks
134495	2	Q		NSA	CLACBEP	Total Assets, Interest-Earning, All Loans and Leases, Gross, Consumer Loans, All Commercial Banks
134413	2	Q		NSA	ATAIEALLGCLCRACB	Total Assets, Interest-Earning, All Loans and Leases, Gross, Consumer Loans, Credit Cards, All Commercial Banks
134414	1	Q		NSA	ATAIEALLGLFRACB	Total Assets, Interest-Earning, All Loans and Leases, Gross, Lease Financing Receivables, All Commercial Banks
134557	1	Q		NSA	LSREACBEP	Total Assets, Interest-Earning, All Loans and Leases, Gross, Secured by Real Estate, All Commercial Banks
134683	2	Q		NSA	TAIEALLGSRECRELEXFACBEP	Total Assets, Interest-Earning, All Loans and Leases, Gross, Secured by Real Estate, Commercial Real Estate Loans (Excluding Farmland), Booked in Domestic Offices, All Commercial Banks
134416	1	Q		NSA	ATAIEALLGSREFACB	Total Assets, Interest-Earning, All Loans and Leases, Gross, Secured by Real Estate, Farmland, Booked in Domestic Offices, All Commercial Banks
134685	2	Q		NSA	TAIEALLGSRESFRMACBEP	Total Assets, Interest-Earning, All Loans and Leases, Gross, Secured by Real Estate, Single-Family (1 to 4 Family) Residential Mortgages, Booked in Domestic Offices, All Commercial Banks
135123	1	M		NSA	TLALCBM027NBOG	Total Assets, Large Domestically Chartered Commercial Banks
135510	1	M		NSA	TLASCBM027NBOG	Total Assets, Small Domestically Chartered Commercial Banks
3161	28	M		NSA	TOTBUSIMNSA	Total Business Inventories
14809	1	M		NSA	DTBTXDFBANA	Total Business Loans and Leases Owned and Securitized by Finance Companies, Flow
14796	5	M		NSA	DTBTNM	Total Business Loans and Leases Owned and Securitized by Finance Companies, Level
3167	11	M		NSA	TOTBUSSMNSA	Total Business Sales
3162	14	M		NSA	TOTBUSIRNSA	Total Business: Inventories to Sales Ratio
14703	21	A		NSA	EMISSCO2TOTVTTTOUSA	Total Carbon Dioxide Emissions From All Sectors, All Fuels for United States
14700	10	A		NSA	EMISSCO2TOTVTTCOUSA	Total Carbon Dioxide Emissions From All Sectors, Coal for United States
14701	4	A		NSA	EMISSCO2TOTVTTNGUSA	Total Carbon Dioxide Emissions From All Sectors, Natural Gas for United States
14702	6	A		NSA	EMISSCO2TOTVTTPEUSA	Total Carbon Dioxide Emissions From All Sectors, Petroleum for United States
14638	7	M		NSA	TLAMUSCON	Total Construction Spending: Amusement and Recreation in the United States
14644	12	M		NSA	TLCOMCON	Total Construction Spending: Commercial in the United States
14642	2	M		NSA	TLCMUCON	Total Construction Spending: Communication in the United States
14640	1	M		NSA	TLCADCON	Total Construction Spending: Conservation and Development in the United States
14646	6	M		NSA	TLEDUCON	Total Construction Spending: Educational in the United States
14648	10	M		NSA	TLHLTHCON	Total Construction Spending: Health Care in the United States
14650	12	M		NSA	TLHWYCON	Total Construction Spending: Highway and Street in the United States
14652	8	M		NSA	TLLODGCON	Total Construction Spending: Lodging in the United States
14654	31	M		NSA	TLMFGCON	Total Construction Spending: Manufacturing in the United States
14656	19	M		NSA	TLNRESCON	Total Construction Spending: Nonresidential in the United States
14658	5	M		NSA	TLOFCON	Total Construction Spending: Office in the United States
14666	15	M		NSA	TLPWRCON	Total Construction Spending: Power in the United States
14664	3	M		NSA	TLPSCON	Total Construction Spending: Public Safety in the United States
14668	2	M		NSA	TLRELCON	Total Construction Spending: Religious in the United States
14670	12	M		NSA	TLRESCON	Total Construction Spending: Residential in the United States
14672	3	M		NSA	TLSWDCON	Total Construction Spending: Sewage and Waste Disposal in the United States
14678	21	M		NSA	TTLCON	Total Construction Spending: Total Construction in the United States
14674	2	M		NSA	TLTRANSCON	Total Construction Spending: Transportation in the United States
14676	15	M		NSA	TLWSCON	Total Construction Spending: Water Supply in the United States
14840	1	M		NSA	DTCTHFXDFBANA	Total Consumer Loans and Leases Owned and Securitized by Finance Companies, Flow
14837	5	M		NSA	DTCTHFNM	Total Consumer Loans and Leases Owned and Securitized by Finance Companies, Level
134747	3	Q		NSA	USTEQC	Total Equity Capital for Commercial Banks in United States (DISCONTINUED)
135530	10	Q		NSA	EQTA	Total Equity to Total Assets for Banks (DISCONTINUED)
135534	1	Q		NSA	EQTA4	Total Equity to Total Assets, Banks with Total Assets from $10B to $20B (DISCONTINUED)
135533	1	Q		NSA	EQTA3	Total Equity to Total Assets, Banks with Total Assets from $1B to $10B (DISCONTINUED)
135532	1	Q		NSA	EQTA2	Total Equity to Total Assets, Banks with Total Assets from $300M to $1B (DISCONTINUED)
135535	2	Q		NSA	EQTA5	Total Equity to Total Assets, Banks with Total Assets over $20B (DISCONTINUED)
135531	2	Q		NSA	EQTA1	Total Equity to Total Assets, Banks with Total Assets up to $300M (DISCONTINUED)
11560	10	A		NSA	TTLFHH	Total Family Households
85718	3	M		NSA	H8B3092NCBDM	Total Fed Funds Sold and Securities Purchased Under Agreements to Resell, All Commercial Banks
134955	1	M		NSA	H8B3092NLGDM	Total Fed Funds Sold and Securities Purchased Under Agreements to Resell, Large Domestically Chartered Commercial Banks
135342	1	M		NSA	H8B3092NSMDM	Total Fed Funds Sold and Securities Purchased Under Agreements to Resell, Small Domestically Chartered Commercial Banks
13770	40	M		NSA	MTSO133FMS	Total Federal Outlays
13771	43	M		NSA	MTSR133FMS	Total Federal Receipts
3	13	A		NSA	NGMPUSMP	Total Gross Domestic Product for United States Metropolitan Portion
134748	3	Q		NSA	USTHTMS	Total Held-to-Maturity Securities for Commercial Banks in United States (DISCONTINUED)
11562	61	A		NSA	TTLHH	Total Households
143672	1	A		NSA	W294RC1A027NBEA	Total imputed interest paid
143673	1	A		NSA	W295RC1A027NBEA	Total imputed interest received
134749	1	Q		NSA	USTISBV	Total Investment Securities at Book Value for Commercial Banks in United States (DISCONTINUED)
134703	40	M		NSA	TLBACBM027NBOG	Total Liabilities, All Commercial Banks
135127	1	M		NSA	TLBLCBM027NBOG	Total Liabilities, Large Domestically Chartered Commercial Banks
135514	1	M		NSA	TLBSCBM027NBOG	Total Liabilities, Small Domestically Chartered Commercial Banks
134750	1	Q		NSA	USTLLFRN	Total Loan and Lease Finance Receivables, Nonaccrual for Commercial Banks in United States (DISCONTINUED)
134751	1	Q		NSA	USTLLFRPD90	Total Loan and Lease Finance Receivables, Past Due 90 Days or More and Still Accruing for Commercial Banks in United States (DISCONTINUED)
14892	1	M		NSA	DTTHFXDFBANA	Total Loans and Leases Outstanding at Domestic Finance Companies, Flow
14889	2	M		NSA	DTTHFNM	Total Loans and Leases Outstanding at Domestic Finance Companies, Level
134752	1	Q		NSA	USTLLNUI	Total Loans and Leases, Net of Unearned Income for Commercial Banks in United States (DISCONTINUED)
79803	3	M		NSA	I42IMNM144NCEN	Total Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices Inventories
79913	1	M		NSA	R42IRNM163NCEN	Total Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices Inventories/Sales Ratio
79957	2	M		NSA	S42SMNM144NCEN	Total Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices Sales
79047	2	A		NSA	RPCTMCEF484ALLEST	Total Motor Carrier Revenue for Truck Transportation, All Establishments, Employer Firms
134753	1	Q		NSA	USTNC	Total Net Charge-offs for Commercial Banks in United States (DISCONTINUED)
135554	8	Q		NSA	NCOTOT	Total Net Loan Charge-offs to Total Loans for Banks (DISCONTINUED)
135558	1	Q		NSA	NCOTOT4	Total Net Loan Charge-offs to Total Loans, Banks with Total Assets from $10B to $20B (DISCONTINUED)
135557	1	Q		NSA	NCOTOT3	Total Net Loan Charge-offs to Total Loans, Banks with Total Assets from $1B to $10B (DISCONTINUED)
135556	1	Q		NSA	NCOTOT2	Total Net Loan Charge-offs to Total Loans, Banks with Total Assets from $300M to $1B (DISCONTINUED)
135559	1	Q		NSA	NCOTOT5	Total Net Loan Charge-offs to Total Loans, Banks with Total Assets over $20B (DISCONTINUED)
135555	1	Q		NSA	NCOTOT1	Total Net Loan Charge-offs to Total Loans, Banks with Total Assets up to $300M (DISCONTINUED)
82920	1	M		NSA	NOM1M2N	Total Non-M1 M2 (DISCONTINUED)
11564	9	A		NSA	TTLNHH	Total Nonfamily Households
3565	18	M		NSA	ADPMNUSNERNSA	Total Nonfarm Private Payroll Employment
134738	7	Q		NSA	USNP	Total Nonperforming Loans for Commercial Banks in United States (DISCONTINUED)
79049	1	A		NSA	RPCTOREF51913ALLEST	Total Operating Revenue for Internet Publishing and Broadcasting and Web Search Portals, All Establishments, Employer Firms (DISCONTINUED)
79050	1	A		NSA	RPCTOREF56133ALLEST	Total Operating Revenue for Professional Employer Organizations, All Establishments, Employer Firms (DISCONTINUED)
79052	1	A		NSA	RPCTOREF56152ALLEST	Total Operating Revenue for Tour Operators, All Establishments, Employer Firms (DISCONTINUED)
79051	1	A		NSA	RPCTOREF561510ALLEST	Total Operating Revenue for Travel Agencies, All Establishments, Employer Firms (DISCONTINUED)
79048	1	A		NSA	RPCTOREF5171ALLEST	Total Operating Revenue for Wired Telecommunications Carriers, All Establishments, Employer Firms (DISCONTINUED)
4	10	A		NSA	PCRGMPUSMP	Total Per Capita Real GDP United States Metropolitan Portion (DISCONTINUED)
11557	41	M		NSA	POP	Total Population: All Ages including Armed Forces Overseas
14616	1	M		NSA	PRAMUSCON	Total Private Construction Spending: Amusement and Recreation in the United States
14620	3	M		NSA	PRCOMCON	Total Private Construction Spending: Commercial in the United States
14618	1	M		NSA	PRCMUCON	Total Private Construction Spending: Communication in the United States
14622	1	M		NSA	PREDUCON	Total Private Construction Spending: Educational in the United States
14624	2	M		NSA	PRHLTHCON	Total Private Construction Spending: Health Care in the United States
14612	1	M		NSA	PLODGCON	Total Private Construction Spending: Lodging in the United States
14626	22	M		NSA	PRMFGCON	Total Private Construction Spending: Manufacturing in the United States
14614	20	M		NSA	PNRESCON	Total Private Construction Spending: Nonresidential in the United States
14628	2	M		NSA	PROFCON	Total Private Construction Spending: Office in the United States
14630	3	M		NSA	PRPWRCON	Total Private Construction Spending: Power in the United States
14632	1	M		NSA	PRRELCON	Total Private Construction Spending: Religious in the United States
14634	10	M		NSA	PRRESCON	Total Private Construction Spending: Residential in the United States
14662	3	M		NSA	TLPRVCON	Total Private Construction Spending: Total Construction in the United States
14636	2	M		NSA	PRTRANSCON	Total Private Construction Spending: Transportation in the United States
14584	2	M		NSA	PBAMUSCON	Total Public Construction Spending: Amusement and Recreation in the United States
14588	2	M		NSA	PBCOMCON	Total Public Construction Spending: Commercial in the United States
14586	1	M		NSA	PBCADCON	Total Public Construction Spending: Conservation and Development in the United States
14590	1	M		NSA	PBEDUCON	Total Public Construction Spending: Educational in the United States
14592	1	M		NSA	PBHLTHCON	Total Public Construction Spending: Health Care in the United States
14594	2	M		NSA	PBHWYCON	Total Public Construction Spending: Highway and Street in the United States
14596	4	M		NSA	PBNRESCON	Total Public Construction Spending: Nonresidential in the United States
14598	1	M		NSA	PBOFCON	Total Public Construction Spending: Office in the United States
14602	3	M		NSA	PBPWRCON	Total Public Construction Spending: Power in the United States
14600	1	M		NSA	PBPSCON	Total Public Construction Spending: Public Safety in the United States
14604	3	M		NSA	PBRESCON	Total Public Construction Spending: Residential in the United States
14606	1	M		NSA	PBSWGCON	Total Public Construction Spending: Sewage and Waste Disposal in the United States
14660	9	M		NSA	TLPBLCON	Total Public Construction Spending: Total Construction in the United States
14608	5	M		NSA	PBTRANSCON	Total Public Construction Spending: Transportation in the United States
14610	7	M		NSA	PBWSCON	Total Public Construction Spending: Water Supply in the United States
5	7	A		NSA	QGMPUSMP	Total Quantity Indexes for Real GDP for United States Metropolitan Portion
14885	1	M		NSA	DTRTXDFBANA	Total Real Estate Loans Owned and Securitized by Finance Companies, Flow
14878	1	M		NSA	DTRTNM	Total Real Estate Loans Owned and Securitized by Finance Companies, Level
6	20	A		NSA	RGMPUSMP	Total Real Gross Domestic Product for United States Metropolitan Portion
134754	1	Q		NSA	USTTAST	Total Trading Assets for Commercial Banks in United States (DISCONTINUED)
3524	13	M		NSA	U4RATENSA	Total Unemployed Plus Discouraged Workers, as a Percent of the Civilian Labor Force Plus Discouraged Workers (U-4)
3528	18	M		NSA	U6RATENSA	Total Unemployed, Plus All Persons Marginally Attached to the Labor Force, Plus Total Employed Part Time for Economic Reasons, as a Percent of the Civilian Labor Force Plus All Persons Marginally Attached to the Labor Force (U-6)
86546	2	D		NSA	MKT14MKTAMT	Total Value of Commercial Paper Issues with a Maturity Between 1 and 4 Days
86544	1	D		NSA	MKT1020MKTAMT	Total Value of Commercial Paper Issues with a Maturity Between 10 and 20 Days
